id;source;sample_name;suite_by_autor;classification_peate92;classification_peate97;latitude;longitude;elevation;localization;SiO2_nr;TiO2_nr;Al2O3_nr;FeO_nr;Fe2O3_nr;FeOt_nr;Fe2O3t_nr;MnO_nr;MgO_nr;CaO_nr;Na2O_nr;K2O_nr;P2O5_nr;LOI_nr;total_nr;SiO2;TiO2;Al2O3;Fe2O3t;MnO;MgO;CaO;Na2O;K2O;P2O5;total;Ti/Y;Ti/Zr;Zr/Y;Sr/Y;Ba/Y;Ba;Rb;Sr;Y;Zr;Nb;Ni;Cr;Sc;Co;La;Ce;Nd;Sm;Eu;Tb;Yb;Lu;Hf;Ta;Th;U;Pb;V;Cu;Zn;Ga;Cs;87Sr/86Sr_m;87Sr/86Sr_r;143Nd/144Nd_m;143Nd/144Nd_r;206Pb/204Pb_m;206Pb/204Pb_r;207Pb/204Pb_m;207Pb/204Pb_r;208Pb/204Pb_m;208Pb/204Pb_r;Coluna1;Coluna2
;Peate. 1996;RS234;;;;25º42'09,4''S;52º06'59,8''W;;south;;;;;;;;;;;;;;;0.0;51.46;1.65;13.81;14.33;0.2;5.6;9.1;2.9;0.75;0.2;100.0;264.58;70.94;3.73;4.97;3.97;147.0;26.0;184.0;37.0;138.0;9.1;53;362;;40;;;;;;;;;;;;;;344.0;161;107;20;;;;;;;;;;;;;
;Peate. 1996;DAB16;;;;-27.9;-49.58;;south;;;;;;;;;;;;;;;0.0;50.83;1.36;13.92;13.58;0.21;6.21;10.63;2.6;0.51;0.15;100.0;268.96;81.5;3.3;5.87;4.0;120.0;16.0;176.0;30.0;99.0;6.1;58;75;41.9;47;9.2;21.2;14.3;4.01;1.44;0.98;2.9;0.49;2.71;0.38;1.9;1.05; ;362.0;181;90;22;1.1;0.71;0.71;0.51;0.51;18.693;;15.62;;38.66;;;
;Peate. 1996;SE102;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;51.18;1.35;13.56;14.05;0.21;5.7;10.3;2.57;0.91;0.17;100.0;250.3;59.77;4.19;6.06;9.03;289.0;29.0;194.0;32.0;134.0;7.0;42;51;;46;;;;;;;;;;;;;;332.0;121;108;17;;;;;;;;;;;;;
;Peate. 1996;SE117;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;51.28;1.35;13.66;13.93;0.22;5.69;10.21;2.58;0.92;0.17;100.01;250.3;62.57;4.0;5.94;7.41;237.0;27.0;190.0;32.0;128.0;9.4;43;211;;44;;;;;;;;;;;;;;319.0;153;90;19;;;;;;;;;;;;;
;Peate. 1996;SE120;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;51.26;1.35;13.64;14.02;0.22;5.69;10.19;2.58;0.89;0.17;100.01;242.71;61.61;3.94;5.79;8.39;277.0;24.0;191.0;33.0;130.0;9.2;43;69;;43;;;;;;;;;;;;;;330.0;155;92;19;;;;;;;;;;;;;
;Peate. 1996;SE192;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;52.72;1.98;12.87;16.12;0.23;3.69;8.08;3.02;1.05;0.24;100.0;255.38;64.19;3.98;4.3;6.85;315.0;49.0;198.0;46.0;183.0;12.3;26;38;;45;;;;;;;;;;;;;;445.0;208;121;22;;;;;;;;;;;;;
;Peate. 1996;SE357;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;53.27;1.53;13.77;13.35;0.2;4.73;8.79;2.69;1.45;0.22;100.0;259.36;55.02;4.71;6.51;8.86;310.0;49.0;228.0;35.0;165.0;12.9;40;57;;44;;;;;;;;;;;;;;320.0;131;97;21;;;;;;;;;;;;;
;Peate. 1996;SE39;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;49.9;1.31;14.72;13.82;0.2;5.74;11.17;2.52;0.48;0.15;100.01;259.07;65.87;3.93;6.77;6.97;209.0;16.0;203.0;30.0;118.0;6.1;55;60;;48;;;;;;;;;;;;;;341.0;158;97;19;;;;;;;;;;;;;
;Peate. 1996;SE486;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;52.93;1.37;14.59;12.33;0.17;5.4;9.34;2.5;1.17;0.2;100.0;232.23;51.77;4.49;8.11;9.34;327.0;54.0;284.0;35.0;157.0;12.9;28;35;;40;;;;;;;;;;;;;;293.0;120;89;21;;;;;;;;;;;;;
;Peate. 1996;SE51;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;50.56;1.27;14.55;13.54;0.2;5.66;10.83;2.51;0.73;0.15;100.0;235.47;66.68;3.53;6.03;7.25;232.0;27.0;193.0;32.0;113.0;8.0;46;64;;48;;;;;;;;;;;;;;329.0;138;129;19;;;;;;;;;;;;;
;Peate. 1996;SE549;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;53.66;1.2;14.44;11.9;0.18;5.34;9.17;2.58;1.34;0.19;100.0;222.49;42.13;5.28;9.34;13.88;444.0;33.0;299.0;32.0;169.0;12.0;48;151;;44;;;;;;;;;;;;;;243.0;87;90;19;;;;;;;;;;;;;
;Peate. 1996;SE603;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;53.68;1.19;14.48;12.0;0.18;5.33;8.63;2.85;1.48;0.18;100.0;220.63;45.26;4.88;7.69;12.91;413.0;42.0;246.0;32.0;156.0;10.0;40;229;;40;;;;;;;;;;;;;;250.0;63;93;20;;;;;;;;;;;;;
;Peate. 1996;SE618;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;53.65;1.26;14.25;12.34;0.19;5.05;8.28;3.38;1.42;0.18;100.0;219.87;42.23;5.21;6.88;12.15;413.0;47.0;234.0;34.0;177.0;10.0;35;63;;43;;;;;;;;;;;;;;267.0;61;95;22;;;;;;;;;;;;;
;Peate. 1996;SE630;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;53.38;1.17;14.48;11.95;0.18;5.47;8.55;3.27;1.38;0.17;100.0;216.93;43.66;4.97;7.34;11.91;381.0;44.0;235.0;32.0;159.0;10.0;38;93;;43;;;;;;;;;;;;;;249.0;60;91;20;;;;;;;;;;;;;
;Peate. 1996;SE72;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;51.77;1.79;13.9;15.79;0.23;4.54;8.17;2.56;0.97;0.28;100.0;236.0;51.3;4.6;3.93;7.8;351.0;25.0;177.0;45.0;207.0;16.9;28;108;;42;;;;;;;;;;;;;;415.0;193;127;23;;;;;;;;;;;;;
;Peate. 1996;SE81;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;50.88;1.5;13.74;14.91;0.2;5.29;9.75;2.6;0.93;0.2;100.0;234.2;58.17;4.03;4.87;4.5;171.0;36.0;185.0;38.0;153.0;12.0;36;163;;46;;;;;;;;;;;;;;356.0;132;105;21;;;;;;;;;;;;;
;Peate. 1996;SE93;;;;27º08'39''S;52º18'04''W;;south;;;;;;;;;;;;;;;0.0;49.7;1.43;14.08;14.94;0.21;5.45;10.18;2.96;0.88;0.18;100.01;257.1;60.6;4.24;5.85;6.82;225.0;25.0;193.0;33.0;140.0;10.0;42;64;;49;;;;;;;;;;;;;;298.0;126;98;19;;;;;;;;;;;;;
;Peate. 1996;DSM01;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;51.1;1.37;13.87;13.4;0.2;6.09;10.64;2.62;0.5;0.21;100.0;262.2;78.91;3.32;5.26;5.77;179.0;18.0;163.0;31.0;103.0;5.8;59;109;42.2; ;8.6;21.8;14.3;4.02;1.46;0.93;2.95;0.48;2.65;0.38;1.81;0.61;2.87;313.0;168;86;21; ;0.71;0.71;0.51;0.51;18.71;;15.661;;38.73;;;
;Peate. 1996;DSM02;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;51.51;1.86;13.7;14.5;0.19;4.87;8.95;3.16;0.96;0.3;100.0;262.75;68.12;3.86;4.95;7.0;294.0;21.0;208.0;42.0;162.0;11.3;45;160;40.6; ;19.7;44.6;27.0;6.02;1.96;1.21;3.91;0.62;4.45;0.78;4.75;1.52;6.73;369.0;128;112;22;1.3;0.71;0.71;0.51;0.51;18.644;;15.651;;38.74;;;
;Peate. 1996;DSM03a;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;51.17;2.13;13.22;16.14;0.23;4.64;8.56;2.73;0.87;0.3;99.99;287.21;73.05;3.93;4.43;7.34;323.0;49.0;195.0;44.0;173.0;12.2;35;248;41.2;45;21.5;47.7;27.6;6.86;2.17;1.4;4.31;0.68;4.91;0.83;4.78;1.89;;469.0;251;119;21;2.5;0.71;0.71;0.51;0.51;18.631;;15.638;;38.67;;;
;Peate. 1996;DSM05a;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;52.86;2.16;12.66;15.3;0.21;4.11;7.71;3.23;1.44;0.32;100.0;284.78;64.72;4.4;5.38;7.96;358.0;54.0;242.0;45.0;198.0;12.7;33;256;38.2;42;24.1;53.5;29.8;7.05;2.26;1.34;3.82;0.65;5.22;0.99;5.16;1.34;7.71;396.0;158;108;22;0.8;0.71;0.71;0.51;0.51;18.608;;15.636;;38.69;;;
;Peate. 1996;DSM06;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;51.13;1.37;13.66;13.59;0.2;6.16;10.7;2.5;0.53;0.16;100.0;280.28;81.28;3.45;5.62;5.62;163.0;19.0;163.0;29.0;100.0;5.7;58;94;41.7;50;8.4;20.8;14.5;3.97;1.41;0.9;2.92;0.47;2.71;0.37;1.75;0.71; ;323.0;169;89;21; ;0.71;0.71;0.51;0.51;18.721;;15.644;;38.7;;;
;Peate. 1996;DSM11;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;54.26;1.73;13.36;14.29;0.22;3.97;8.18;2.06;1.61;0.32;100.0;263.18;57.02;4.62;6.0;8.31;324.0;51.0;234.0;39.0;180.0;15.0;22;32;36.7;37;24.7;51.5;29.5;6.77;1.85;1.13;3.76;0.6;4.7;1.0;6.12;1.83; ;384.0;205;117;22;1.4;0.71;0.71;0.51;0.51;18.807;;15.657;;38.77;;;
;Peate. 1996;DSM12;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;54.49;1.34;13.78;12.26;0.19;5.01;8.69;2.82;1.17;0.24;99.99;265.01;54.08;4.9;7.73;11.47;344.0;41.0;232.0;30.0;147.0;11.2;33;277;37.3; ;20.1;45.9;24.1;5.19;1.61;0.97;3.0;0.47;3.76;0.83;5.52;1.76; ;281.0;94;94;19;2;0.71;0.71;0.51;0.51;18.846;;15.687;;38.87;;;
;Peate. 1996;DSM13;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;54.07;1.74;13.27;14.25;0.21;3.89;8.26;2.76;1.26;0.29;100.0;264.7;58.32;4.54;6.62;9.41;367.0;60.0;258.0;39.0;177.0;13.3;18;19;;41;;;;;;;;;;;;;;353.0;202;107;22;;;;;;;;;;;;;
;Peate. 1996;DSM14;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;54.49;1.34;13.93;12.22;0.19;4.9;8.8;2.62;1.28;0.23;100.0;248.44;53.0;4.69;6.88;11.22;359.0;49.0;220.0;32.0;150.0;11.3;31;39;35.8;40;19.6;43.0;22.9;5.05;1.53;0.97;3.04;0.47;3.7;0.85;5.21;1.47;7.9;294.0;134;99;20;1.7;0.71;0.71;0.51;0.51;18.821;;15.66;;38.78;;;
;Peate. 1996;DSM15;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;54.49;1.45;13.67;12.6;0.2;4.68;8.58;2.84;1.27;0.22;100.0;226.39;55.86;4.05;7.47;10.13;385.0;67.0;284.0;38.0;154.0;12.8;34;167;35.8;33;21.5;46.2;25.0;5.42;1.63;1.06;3.64;0.58;3.97;0.9;5.68;1.62;8.72;283.0;181;102;20;2.7;0.71;0.71;0.51;0.51;18.781;;15.657;;38.82;;;
;Peate. 1996;DSM18;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;52.68;1.47;13.95;13.36;0.2;5.18;9.37;2.74;0.8;0.24;99.99;264.29;54.85;4.82;9.73;9.73;321.0;19.0;321.0;33.0;159.0;13.2;38;178;;39;;;;;;;;;;;;;;322.0;162;105;22;;;;;;;;;;;;;
;Peate. 1996;DSM19;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;53.43;1.65;13.65;13.59;0.2;4.56;8.54;2.58;1.56;0.24;100.0;264.58;53.2;4.97;6.68;9.68;358.0;43.0;247.0;37.0;184.0;15.6;38;39;37.8; ;26.7;59.7;29.7;6.34;2.0;1.21;3.6;0.54;4.76;1.1;6.02;1.37;8.11;340.0;166;120;16; ;0.71;0.71;0.51;0.51;18.429;;15.611;;38.75;;;
;Peate. 1996;DSM23;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;51.05;1.38;13.88;13.32;0.2;6.11;10.65;2.7;0.51;0.19;99.99;264.11;80.27;3.29;5.48;5.9;183.0;19.0;170.0;31.0;102.0;6.0;64;219;41.2; ;8.2;21.0;14.1;3.94;1.36;0.89;2.83;0.47;2.63;0.38;1.73;0.66; ;307.0;180;91;17; ;0.71;0.71;0.51;0.51;18.694;;15.648;;38.69;;;
;Peate. 1996;DSM25;;;;-28.12;-49.46;;south;;;;;;;;;;;;;;;0.0;51.71;1.64;13.78;13.3;0.21;5.75;9.64;2.81;0.89;0.27;100.0;278.0;70.51;3.94;6.71;5.6;196.0;29.0;235.0;35.0;138.0;10.0;54;122;40.1; ;14.6;35.9;21.1;5.2;1.72;0.99;3.3;0.54;3.56;0.66;3.1;0.66;4.57;324.0;178;104;20; ;0.71;0.71;0.51;0.51;18.618;;15.616;;38.6;;;
;Peate. 1996;DUP08;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;52.67;1.37;14.34;12.42;0.19;5.6;9.22;2.82;1.14;0.23;100.0;270.94;54.55;4.97;9.57;11.77;353.0;28.0;287.0;30.0;149.0;12.5;31;65;30.6;39;20.4;43.2;25.7;5.42;1.48;0.91;2.91;0.46;3.79;0.87;5.24;1.7; ;298.0;117;90;21;0.5;0.71;0.71;0.51;0.51;18.904;;15.67;;38.86;;;
;Peate. 1996;DUP09;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;54.26;1.35;14.14;11.83;0.19;5.23;9.03;2.54;1.22;0.21;100.0;266.98;54.12;4.93;11.73;10.57;317.0;39.0;352.0;30.0;148.0;13.7;37;225;;39;;;;;;;;;;;;;;286.0;114;87;21;;;;;;;;;;;;;
;Peate. 1996;DUP10;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;54.5;1.36;13.85;11.95;0.18;5.09;8.67;2.75;1.42;0.23;100.0;260.29;51.72;5.03;9.48;12.55;389.0;36.0;294.0;31.0;156.0;13.0;31;2.66;;37;;;;;;;;;;;;;;288.0;106;87;20;;;;;;;;;;;;;
;Peate. 1996;DUP14;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;54.28;1.58;13.52;13.25;0.17;4.55;8.73;2.38;1.3;0.24;100.0;260.39;52.37;4.97;8.92;13.42;483.0;48.0;321.0;36.0;179.0;16.7;40;45;;42;;;;;;;;;;;;;;300.0;153;94;19;;;;;;;;;;;;;
;Peate. 1996;DUP15;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;51.73;1.67;14.09;14.24;0.23;4.94;9.32;2.57;0.97;0.25;100.01;241.66;52.15;4.63;7.29;10.17;417.0;35.0;299.0;41.0;190.0;17.3;35;200;;42;;;;;;;;;;;;;;354.0;173;113;23;;;;;;;;;;;;;
;Peate. 1996;DUP16;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;53.24;1.61;13.66;13.54;0.21;4.92;8.65;2.58;1.36;0.23;100.0;232.98;53.66;4.34;6.41;10.22;419.0;38.0;263.0;41.0;178.0;14.7;41;67;;42;;;;;;;;;;;;;;313.0;167;99;21;;;;;;;;;;;;;
;Peate. 1996;DUP17;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;53.12;1.61;13.61;13.59;0.2;4.77;9.02;2.71;1.16;0.22;100.01;280.95;53.66;5.24;7.85;10.41;354.0;38.0;267.0;34.0;178.0;16.5;48;60;;44;;;;;;;;;;;;;;324.0;154;114;24;;;;;;;;;;;;;
;Peate. 1996;DUP18;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;54.47;1.6;13.38;13.47;0.2;4.42;7.81;2.65;1.78;0.22;100.0;249.81;50.76;4.92;5.76;11.47;436.0;48.0;219.0;38.0;187.0;16.4;36;259;36.5;44;27.3;59.2;29.7;6.56;1.89;1.2;3.74;0.62;4.79;1.07;6.55;2.28; ;313.0;151;109;19;0.4;0.71;0.71;0.51;0.51;18.578;;15.64;;38.85;;;
;Peate. 1996;DUP19;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;51.22;1.39;13.56;13.77;0.2;5.99;10.53;2.62;0.56;0.16;100.0;266.03;81.65;3.26;5.32;6.71;208.0;22.0;165.0;31.0;101.0;6.6;68;329;;42;;;;;;;;;;;;;;325.0;178;91;21;;0.71;0.71;;;18.712;;15.636;;38.7;;;
;Peate. 1996;DUP21;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;52.4;1.83;14.05;14.45;0.23;4.59;8.94;2.39;0.84;0.28;100.0;241.28;48.91;4.93;8.16;9.53;429.0;25.0;367.0;45.0;222.0;22.2;42;52;;40;;;;;;;;;;;;;;366.0;167;112;24;;;;;;;;;;;;;
;Peate. 1996;DUP22;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;53.85;1.65;13.58;13.46;0.19;4.38;7.99;2.95;1.64;0.31;100.0;251.01;50.72;4.95;6.46;12.08;471.0;52.0;252.0;39.0;193.0;18.1;39;37;;36;;;;;;;;;;;;;;344.0;145;109;21;;;;;;;;;;;;;
;Peate. 1996;DUP23;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;50.9;1.4;13.8;13.77;0.22;6.09;10.54;2.58;0.55;0.16;100.01;286.42;84.76;3.38;5.55;6.45;187.0;17.0;161.0;29.0;98.0;6.0;57;94;;39;;;;;;;;;;;;;;332.0;173;97;22;;;;;;;;;;;;;
;Peate. 1996;DUP24;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;53.26;1.62;13.63;13.65;0.21;4.95;8.68;2.56;1.21;0.23;100.0;274.61;54.3;5.06;8.4;12.09;423.0;26.0;294.0;35.0;177.0;15.1;38;81;;46;;;;;;;;;;;;;;303.0;151;106;19;;;;;;;;;;;;;
;Peate. 1996;DUP25;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;52.84;1.61;13.78;13.62;0.21;4.99;8.92;2.97;0.81;0.25;100.0;265.34;54.27;4.89;7.39;11.56;416.0;42.0;266.0;36.0;176.0;15.6;44;51;30.4;39;25.9;52.5;27.8;6.34;1.79;1.07;3.38;0.53;4.51;1.06;5.41;1.68;7.49;294.0;153;99;23;1.5;0.71;0.71;0.51;0.51;18.73;;15.651;;38.85;;;
;Peate. 1996;DUP26;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;54.01;1.64;13.38;13.69;0.18;4.31;8.77;2.64;1.12;0.26;100.0;262.98;50.68;5.19;7.27;12.7;470.0;45.0;269.0;37.0;192.0;17.0;32;164;;33;;;;;;;;;;;;;;287.0;117;100;19;;;;;;;;;;;;;
;Peate. 1996;DUP27;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;53.77;1.74;13.49;14.05;0.21;4.2;8.29;3.19;0.79;0.27;100.0;264.7;50.36;5.26;7.72;12.79;499.0;57.0;301.0;39.0;205.0;20.2;36;36;35.5;40;29.5;63.8;31.6;6.89;2.07;1.19;3.75;0.6;5.12;1.27;6.16;1.86; ;330.0;170;103;23;2.4;0.71;0.71;0.51;0.51;18.366;;15.6;;38.73;;;
;Peate. 1996;DUP30;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;50.9;0.95;14.92;10.34;0.17;7.99;11.61;2.44;0.51;0.16;99.99;245.06;61.26;4.0;9.39;10.57;243.0;10.0;216.0;23.0;92.0;8.8;99;307;40.3;44;10.6;22.9;12.8;3.18;1.11;0.63;2.09;0.35;2.15;0.5;2.04; ;3.39;221.0;99;72;17;0.8;0.71;0.71;0.51;0.51;18.589;;15.639;;38.76;;;
;Peate. 1996;DUP38;;;;-28.14;-49.66;;south;;;;;;;;;;;;;;;0.0;56.13;1.68;13.19;13.54;0.19;3.26;6.39;2.81;2.57;0.24;100.0;226.53;45.31;5.0;4.8;10.48;461.0;86.0;211.0;44.0;220.0;16.0;16;54;31.5;41;32.2;66.3;35.9;7.94;1.29;1.29;4.03;0.65;5.84;1.12;9.0;2.23;11.9;317.0;61;105;22;0.9;0.71;0.71;0.51;0.51;18.803;;15.672;;39.03;;;
;Peate. 1996;DW08;;;;-28.35;-49.32;;south;;;;;;;;;;;;;;;0.0;53.57;1.92;12.24;16.18;0.23;3.48;7.75;2.97;1.41;0.25;100.0;247.64;64.0;3.87;3.65;6.72;309.0;58.0;168.0;46.0;178.0;13.3;17;46;;13;;;;;;;;;;;;;;424.0;236;122;23;;;;;;;;;;;;;
;Peate. 1996;DGB05;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;54.3;1.47;13.91;12.98;0.2;4.35;8.16;2.74;1.68;0.21;100.0;235.72;44.73;5.27;6.27;14.49;536.0;57.0;232.0;37.0;195.0;14.7;28;42;;36;;;;;;;;;;;;;;235.0;61;111;22;;;;;;;;;;;;;
;Peate. 1996;DGB08;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;52.62;1.04;15.77;11.63;0.17;5.37;9.56;2.48;1.24;0.12;100.0;237.32;49.76;4.77;8.54;12.15;316.0;41.0;222.0;26.0;124.0;8.0;59;52;39.0;40;15.7;32.0;19.7;4.11;1.27;0.68;2.28;0.39;2.88;0.52;3.86;0.99;5.82;216.0;74;87;21;0.6;0.71;0.71;0.51;0.51;;;;;;;;
;Peate. 1996;DGB10;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;53.96;1.4;13.95;13.04;0.18;4.86;8.73;2.52;1.18;0.18;100.0;259.57;57.68;4.5;7.16;11.16;357.0;33.0;229.0;32.0;144.0;11.0;40;41;;35;;;;;;;;;;;;;;293.0;139;92;21;;;;;;;;;;;;;
;Peate. 1996;DGB11;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;51.47;1.34;14.45;13.51;0.2;5.76;10.29;2.36;0.43;0.19;100.0;274.15;61.16;4.48;7.31;11.59;336.0;10.0;212.0;29.0;130.0;10.7;45;59;;40;;;;;;;;;;;;;;282.0;171;84;17;;;;;;;;;;;;;
;Peate. 1996;DGB19;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;52.97;1.63;13.8;13.74;0.21;4.73;8.86;2.69;1.14;0.23;100.0;276.31;54.33;5.09;7.4;11.09;388.0;39.0;259.0;35.0;178.0;15.3;47;233;;37;;;;;;;;;;;;;;317.0;155;113;19;;;;;;;;;;;;;
;Peate. 1996;DGB20;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;53.63;1.7;13.67;13.97;0.2;4.31;8.37;2.89;1.02;0.24;100.0;265.42;51.2;5.18;6.84;11.34;431.0;51.0;260.0;38.0;197.0;18.1;36;34;;35;;;;;;;;;;;;;;308.0;162;101;22;;;;;;;;;;;;;
;Peate. 1996;DGB21;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;53.21;1.82;13.34;14.72;0.19;4.32;8.34;2.84;0.96;0.26;100.0;291.84;52.93;5.51;7.86;13.14;486.0;41.0;291.0;37.0;204.0;20.2;32;200;;41;;;;;;;;;;;;;;303.0;150;104;20;;;;;;;;;;;;;
;Peate. 1996;DGB27;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;54.78;1.65;13.36;13.49;0.19;4.26;8.32;2.48;1.22;0.24;99.99;287.92;57.25;5.03;8.12;7.62;259.0;31.0;276.0;34.0;171.0;15.2;24;32;;38;;;;;;;;;;;;;;330.0;160;101;23;;;;;;;;;;;;;
;Peate. 1996;DGB43;;;;-28.36;-49.6;;south;;;;;;;;;;;;;;;0.0;52.57;0.97;14.56;10.99;0.17;6.98;10.29;2.46;0.89;0.12;100.0;261.59;59.33;4.41;12.09;10.27;226.0;19.0;266.0;22.0;97.0;5.0;95;111;;49;;;;;;;;;;;;;;273.0; ;79;18;;;;;;;;;;;;;
;Peate. 1996;DW17;;;;-28.78;-49.89;;south;;;;;;;;;;;;;;;0.0;53.04;1.9;12.52;15.96;0.23;4.01;8.19;2.79;1.1;0.26;100.0;256.2;63.69;4.02;4.57;7.8;343.0;49.0;201.0;44.0;177.0;11.0;32;131;41.1;39;21.4;46.4;27.5;6.31;1.93;1.31;3.97;0.65;4.71;0.84;5.32;1.43;7.37;418.0;217;120;24;5;0.71;0.71;0.51;0.51;18.513;;15.656;;38.91;;;
;Peate. 1996;ES66;;;;28º05'36,3''S;51º09'13,8''W;;south;;;;;;;;;;;;;;;0.0;50.45;1.31;14.26;13.25;0.21;6.39;10.92;2.41;0.64;0.16;100.0;250.72;70.02;3.58;6.06;7.68;238.0;23.0;188.0;31.0;111.0;8.0;77;394;43.5;45;13.3;28.1;16.5;4.09;1.41;0.9;2.91;0.48;2.97;0.48;2.46;1.22; ;332.0;139; ;19;0.7;0.71;0.71;0.51;0.51; ;; ;;;;;
;Peate. 1996;ES957;;;;28º05'36,3''S;51º09'13,8''W;;south;;;;;;;;;;;;;;;0.0;53.31;1.4;13.99;12.69;0.18;5.24;9.2;2.51;1.28;0.2;100.0;244.3;54.65;4.47;6.5;10.97;373.0;42.0;221.0;34.0;152.0;11.0;43;211;; ;;;;;;;;;;;;;;267.0; ; ;;;;;;;;;;;;;;
